# Channel Coding Simulation Results (Merged)
# Decoder: Turbo_LogMAP
# Total Frames per SNR: 50000
# Generated: 2026-01-10 16:56:17
#
Eb_N0,Bit_Errors,Total_Bits,BER,Frame_Errors,Total_Frames,FER
0.6,11539,62538120,1.845115e-04,100,35055,2.852660e-03
0.7,2888,89142912,3.239742e-05,100,49968,2.001281e-03
0.8,804,89200000,9.013453e-06,8,50000,1.600000e-04
0.9,7,89200000,7.847534e-08,1,50000,2.000000e-05
1.0,5,89200000,5.605381e-08,1,50000,2.000000e-05
