# Channel Coding Simulation Results (Merged)
# Decoder: Turbo_LogMAP
# Block Size (K): 8920
# Rate: 1/3
# Total Frames per SNR: 5000 (Target)
# Command: .\scripts\parallel_sim.ps1 -Decoder 4 -TurboType 1 -CcsdsK 8920 -CcsdsRate 0 -StartSNR 0 -EndSNR 1 -Step 0.1 -Frames 5000
# Generated: 2026-01-12 06:42:06
#
Eb_N0,Bit_Errors,Total_Bits,BER,Frame_Errors,Total_Frames,FER
0.0,546387,8920000,6.125415e-02,860,1000,8.600000e-01
0.1,160061,8920000,1.794406e-02,380,1000,3.800000e-01
0.2,21486,14156040,1.517797e-03,100,1587,6.301197e-02
0.3,2108,44600000,4.726457e-05,22,5000,4.400000e-03
0.4,187,44600000,4.192825e-06,3,5000,6.000000e-04
0.5,6,44600000,1.345291e-07,2,5000,4.000000e-04
0.6,3,44600000,6.726457e-08,1,5000,2.000000e-04
0.7,0,44600000,0.000000e+00,0,5000,0.000000e+00
0.8,0,44600000,0.000000e+00,0,5000,0.000000e+00
0.9,0,44600000,0.000000e+00,0,5000,0.000000e+00
1.0,0,44600000,0.000000e+00,0,5000,0.000000e+00
