# Channel Coding Simulation Results (Merged)
# Decoder: Turbo_LogMAP
# Block Size (K): 8920
# Rate: 1/3
# Total Frames per SNR: 5000 (Target)
# Command: .\scripts\parallel_sim.ps1 -Decoder 4 -TurboType 1 -CcsdsK 8920 -CcsdsRate 0 -StartSNR 0 -EndSNR 1 -Step 0.1 -Frames 5000
# Generated: 2026-01-12 08:16:03
#
Eb_N0,Bit_Errors,Total_Bits,BER,Frame_Errors,Total_Frames,FER
0.0,553621,8920000,6.206513e-02,837,1000,8.370000e-01
0.1,144639,8920000,1.621513e-02,399,1000,3.990000e-01
0.2,21972,12416640,1.769561e-03,100,1392,7.183908e-02
0.3,1654,44600000,3.708520e-05,13,5000,2.600000e-03
0.4,375,44600000,8.408072e-06,3,5000,6.000000e-04
0.5,12,44600000,2.690583e-07,2,5000,4.000000e-04
0.6,0,44600000,0.000000e+00,0,5000,0.000000e+00
0.7,0,44600000,0.000000e+00,0,5000,0.000000e+00
0.8,0,44600000,0.000000e+00,0,5000,0.000000e+00
0.9,0,44600000,0.000000e+00,0,5000,0.000000e+00
1.0,0,44600000,0.000000e+00,0,5000,0.000000e+00
