# Channel Coding Simulation Results (Merged)
# Decoder: Turbo_LogMAP
# Block Size (K): 8920
# Rate: 1/3
# Total Frames per SNR: 5000 (Target)
# Command: .\scripts\parallel_sim.ps1 -Decoder 4 -TurboType 1 -CcsdsK 8920 -CcsdsRate 0 -StartSNR 0 -EndSNR 1 -Step 0.1 -Frames 5000
# Generated: 2026-01-12 02:01:14
#
Eb_N0,Bit_Errors,Total_Bits,BER,Frame_Errors,Total_Frames,FER
0.0,528804,8920000,5.928296e-02,857,1000,8.570000e-01
0.1,158191,8920000,1.773442e-02,406,1000,4.060000e-01
0.2,22521,13594080,1.656677e-03,100,1524,6.561680e-02
0.3,2921,44600000,6.549327e-05,23,5000,4.600000e-03
0.4,6,44600000,1.345291e-07,1,5000,2.000000e-04
0.5,0,44600000,0.000000e+00,0,5000,0.000000e+00
0.6,0,44600000,0.000000e+00,0,5000,0.000000e+00
0.7,0,44600000,0.000000e+00,0,5000,0.000000e+00
0.8,0,44600000,0.000000e+00,0,5000,0.000000e+00
0.9,0,44600000,0.000000e+00,0,5000,0.000000e+00
1.0,6,44600000,1.345291e-07,1,5000,2.000000e-04
