# Channel Coding Simulation Results (Merged)
# Decoder: Turbo_LogMAP
# Block Size (K): 8920
# Rate: 1/3
# Total Frames per SNR: 3000 (Target)
# Command: .\scripts\parallel_sim.ps1 -Decoder 4 -TurboType 1 -CcsdsK 8920 -CcsdsRate 0 -StartSNR 0 -EndSNR 1 -Step 0.1 -Frames 3000
# Generated: 2026-01-11 18:45:28
#
Eb_N0,Bit_Errors,Total_Bits,BER,Frame_Errors,Total_Frames,FER
0.0,530655,8920000,5.949047e-02,827,1000,8.270000e-01
0.1,149216,8920000,1.672825e-02,386,1000,3.860000e-01
0.2,20740,10873480,1.907393e-03,100,1219,8.203445e-02
0.3,2969,26760000,1.109492e-04,17,3000,5.666667e-03
0.4,0,26760000,0.000000e+00,0,3000,0.000000e+00
0.5,3,26760000,1.121076e-07,1,3000,3.333333e-04
0.6,0,26760000,0.000000e+00,0,3000,0.000000e+00
0.7,3,26760000,1.121076e-07,1,3000,3.333333e-04
0.8,6,26760000,2.242152e-07,1,3000,3.333333e-04
0.9,0,26760000,0.000000e+00,0,3000,0.000000e+00
1.0,3,26760000,1.121076e-07,1,3000,3.333333e-04
